Gender,USCitizen,English,POE,ID,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseList,FollowupSurvey,Book,Year,ReadSummer,ReadFollowup,ReadSemester,AttendEvent,Englsh,FamilyMemberWhoRead,CourseEffect,ConversationsCount,ConverstationsWith,ConversationsFamily,ConversationNumberPeople,ConversationTopic,BookOwn,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation,FamilyMemberRead
Female,Yes,Yes,Social Work/ Exploratory,1053732,2,Yes,No,Yes,0.01,I was too busy to finish,Yes,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Art,1051405,0,Yes,Yes,Yes,1,"I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,0.5,Yes,15,0,No,The book wasn't assigned,None,3,3,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Enviromental Studies,1048503,1,No,No,Yes,1,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,Yes,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Physics,1044749,6,No,No,Yes,1,I was too busy to finish,No,Yes,0.75,No,0,25,Yes,Some of the chapters in the book,Formal Essay for CWS,1,2,2,3,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Chemistry,1040545,3,Yes,Yes,No,1,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,International Relations,1042785,5,Yes,Yes,Yes,1,I was too busy to finish,No,Yes,0.5,No,30,30,No,The book wasn't assigned,None,2,1,4,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,physics,106501,6,Yes,Yes,Yes,1,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,environmental science,1066594,40,No,No,Yes,2,I was too busy to finish,No,Yes,0.25,No,1,,No,The book wasn't assigned,None,3,3,3,3,,Yes,Warriors,2013,No,No,,No,,,,,,,,,,,,,,
Female,Yes,Yes,Environmental Science,1045775,2,Yes,Yes,Yes,2,I was too busy to finish,No,Yes,0,No,0,15,Yes,Some of the chapters in the book,Free write in class,2,3,4,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,science,1057055,1,Yes,Yes,Yes,2,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,Yes,50,75,No,The book wasn't assigned,None,4,3,2,1,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,No,No,Von leiberg Center for Science,1046145,0,No,No,No,2,I was too busy to finish,No,Yes,0.75,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Physics,1048701,0,No,No,Yes,2,I don’t like reading,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Art History,1064059,8,Yes,Yes,Yes,2,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.75,No,5,5,No,The book wasn't assigned,None,3,3,2,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Political Science,993255,0,No,No,Yes,3,I was too busy to finish,No,Yes,0.25,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,History,1071238,2,Yes,Yes,Yes,3,I lost interest/thought the book was boring,No,Yes,0.25,No,5,0,No,The book wasn't assigned,None,3,3,5,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Sociol Work and Politics,1039168,1,No,No,Yes,3,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.5,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Biology,1048761,2,Yes,Yes,Yes,3,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.75,No,0,0,No,The book wasn't assigned,None,3,3,3,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Science and Art,1039442,3,Yes,Yes,Yes,4,"I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,,No,1,0,No,The book wasn't assigned,None,1,3,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Science,1063589,4,Yes,Yes,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1051568,6,Yes,Yes,Yes,5,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,10,0,No,The book wasn't assigned,None,2,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Biology and Chemistry,1038655,3,Yes,Yes,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,Yes,4,0,No,The book wasn't assigned,None,5,5,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Early Childhood Education,1043231,2,Yes,Yes,Yes,5,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring",No,Yes,0,No,5,7,No,Some of the chapters in the book,Response/Reflection paper,4,4,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Sociology,1051509,20,Yes,Yes,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,No,10,15,No,The book wasn't assigned,None,1,3,5,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1065090,0,No,No,Yes,5,I was too busy to finish,No,Yes,0.5,Yes,25,1,Yes,All of the book,Response/Reflection paper,1,1,1,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Sociology,1066111,3,Yes,Yes,Yes,5,I was too busy to finish,Yes,Yes,0.75,No,5,5,No,The book wasn't assigned,None,3,3,3,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1062385,1,No,No,Yes,5,I lost interest/thought the book was boring,No,Yes,0.5,Yes,5,5,No,The book wasn't assigned,None,2,3,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Environmental Studies and Sciences,1081042,1,No,No,Yes,5,I was too busy to finish,No,Yes,0.25,Yes,0,15,No,All of the book,Response/Reflection paper,2,2,4,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1021806,2,No,No,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.25,Yes,5,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,science,1062999,100,Yes,Yes,Yes,5,I lost interest/thought the book was boring,No,Yes,0.75,No,5,5,No,The book wasn't assigned,None,3,3,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,science,1034775,1,No,No,Yes,5,I lost interest/thought the book was boring,No,Yes,0.5,Yes,3,50,No,All of the book,Formal Essay for CWS,3,3,5,5,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Mathematics,1052984,0,Yes,Yes,Yes,6,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,24.7,0,No,The book wasn't assigned,None,2,2,2,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Pre-med/Biology,1069164,2,Yes,Yes,Yes,7,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,No,50,0,No,The book wasn't assigned,None,4,4,5,5,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Business,1065571,2,No,No,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,10,50,No,Some of the chapters in the book,Free write in class,3,5,5,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,No,No,science,1051818,15,Yes,Yes,Yes,10,I wasn’t interested in the topic,No,Yes,0.5,No,30,50,No,The book wasn't assigned,None,5,5,4,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Business,1062334,2,No,No,Yes,10,I lost interest/thought the book was boring,No,Yes,,No,20,0,No,The book wasn't assigned,None,3,2,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Science,1067929,1,No,No,Yes,10,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,0.5,No,0,25,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",2,2,5,5,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Math,1045590,1,Yes,Yes,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,10,50,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",2,3,5,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Education,1064477,5,No,No,Yes,10,I lost interest/thought the book was boring,No,Yes,0.5,No,2,0,No,The book wasn't assigned,None,3,3,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,International Studies,1050438,2,No,No,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,10,10,No,The book wasn't assigned,None,3,4,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,chemistry,1052730,2,Yes,No,Yes,10,I lost interest/thought the book was boring,No,Yes,0,No,5,50,No,All of the book,Formal Essay for CWS,3,5,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Environmental Science,1050652,3,Yes,Yes,Yes,10,I lost interest/thought the book was boring,No,Yes,0.25,No,5,5,No,The book wasn't assigned,None,3,3,3,3,10,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1053039,6,No,No,Yes,10,I lost interest/thought the book was boring,No,Yes,0.25,Yes,0,3,No,Some of the chapters in the book,Response/Reflection paper,4,3,2,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Biology,1063738,2,No,No,Yes,10,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,No,Undecided,960528,4,Yes,Yes,Yes,10,I was too busy to finish,No,Yes,0.5,No,25,1,Yes,Some of the chapters in the book,Formal Essay for CWS,5,5,3,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Accounting,1069232,1,Yes,Yes,Yes,10,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,5,1,No,The book wasn't assigned,"Formal Essay for CWS, Formal Essay for another class, Free write in class, Response/Reflection paper, Blog post",2,3,2,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Undecided,1025451,3,Yes,Yes,Yes,10,"I was too busy to finish	, I lost interest/thought the book was boring",Yes,Yes,0.75,Yes,10,80,No,All of the book,Response/Reflection paper,1,2,2,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Environmental science,1047352,5,Yes,Yes,Yes,15,I wasn’t interested in the topic,No,Yes,0,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,Biochemisty,1057004,3,Yes,Yes,Yes,15,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,science,1052040,5,Yes,Yes,Yes,15,I lost interest/thought the book was boring,No,Yes,0.25,No,15,50,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",3,4,5,3,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,"Peace and Conflict Studies, International Studies",1044690,4,No,No,Yes,15,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,No,5,15,No,The book wasn't assigned,None,3,3,3,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Pre med/ pre dental,1087704,0,Yes,Yes,Yes,15,"I was too busy to finish	, I don’t like reading",Yes,Yes,1,Yes,20,,,,,,,,,,Yes,Warriors,2013,No,No,,No,,,,,,,,,,,,,,
Female,Yes,Yes,Science,1053935,4,No,No,Yes,20,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,1,Yes,5,0,No,The book wasn't assigned,None,4,2,1,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Physics,1079061,1,No,No,Yes,20,,No,Yes,0.5,No,15,15,No,The book wasn't assigned,None,4,4,2,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Science,1064454,0,Yes,Yes,Yes,20,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Environmental Science,1060941,,,,,20,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.75,No,20,0,No,The book wasn't assigned,None,3,3,3,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Business/Spanish,957118,1,Yes,Yes,Yes,20,I was too busy to finish,No,Yes,0.25,Yes,50,0,No,The book wasn't assigned,None,1,1,1,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Mathematics,1062533,5,Yes,Yes,Yes,20,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,biology,1050355,3,Yes,Yes,Yes,20,"I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.75,No,50,0,No,The book wasn't assigned,None,3,3,3,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,anthropology,1065602,2,No,No,Yes,20,"I was too busy to finish	, I didn’t see the point of the assignment, I lost interest/thought the book was boring",No,Yes,,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Communications,1035072,0,Yes,Yes,Yes,20,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,exploratory,1046635,3,Yes,Yes,No,20,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,0,0,No,The book wasn't assigned,None,4,4,5,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Biology,1065956,2,Yes,Yes,Yes,20,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,0,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,World Languages,1046176,20,No,Yes,Yes,25,I was too busy to finish,No,Yes,0.5,Yes,10,0,No,The book wasn't assigned,None,3,3,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Psychology and Spanish,1069755,1,Yes,Yes,Yes,25,I was too busy to finish,No,Yes,0.25,No,20,20,No,The book wasn't assigned,None,4,4,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Education,1053829,2,Yes,Yes,Yes,25,I was too busy to finish,No,Yes,0.75,Yes,5,5,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1062252,5,Yes,Yes,Yes,25,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,Yes,5,5,No,The book wasn't assigned,None,5,5,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Education,1062802,1,Yes,No,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.75,No,20,20,Yes,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",1,2,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Physics,1080356,5,No,No,Yes,25,I was too busy to finish,No,Yes,0.75,No,25,0,No,The book wasn't assigned,None,2,3,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1053050,2,No,No,Yes,25,I lost interest/thought the book was boring,No,Yes,,Yes,0,0,No,The book wasn't assigned,None,1,1,1,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,undecided,1050639,8,Yes,Yes,Yes,25,I lost interest/thought the book was boring,No,Yes,0.5,No,10,10,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Geology,1040747,8,No,No,Yes,25,,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,theater performance,1061586,0,No,No,Yes,25,I was too busy to finish,No,Yes,0,No,15,0,No,The book wasn't assigned,None,3,3,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Biology and Spanish,1066632,3,Yes,Yes,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,25,25,No,The book wasn't assigned,None,4,3,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,No,No,Biology,1051079,2,Yes,Yes,Yes,25,"I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Environmental Science,1052291,2,Yes,Yes,Yes,25,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,30,30,Yes,Some of the chapters in the book,Formal Essay for CWS,1,2,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,No,Biology/Pre-Med,1046180,5,No,No,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,60,90,No,All of the book,Formal Essay for CWS,4,4,2,5,,Yes,Warriors,2013,No,No,Yes,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1030623,1,No,No,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.75,Yes,25,1,Yes,All of the book,Formal Essay for CWS,1,2,3,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Communications/IT,1056847,5,Yes,Yes,Yes,25,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,All over,1038722,9,No,No,Yes,25,I lost interest/thought the book was boring,Yes,Yes,0.25,No,25,25,No,The book wasn't assigned,None,2,2,4,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1052366,3,No,No,Yes,25,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,History?,1049677,1,No,No,Yes,27,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,25,1,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",5,4,1,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Environmental Science,1066510,2,Yes,Yes,Yes,30,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,Yes,20,0,No,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,No,No,Environmental Science,1053071,0,Yes,Yes,Yes,30,I lost interest/thought the book was boring,No,Yes,1,No,20,0,No,The book wasn't assigned,None,3,3,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Art,974526,2,Yes,Yes,Yes,30,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,3,8,No,Some of the chapters in the book,"Formal Essay for CWS, Response/Reflection paper",4,4,5,5,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,No,No,Psychology,1049777,0,No,No,Yes,30,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Psychology,1053149,2,No,No,Yes,30,I lost interest/thought the book was boring,No,Yes,0.5,No,5,10,Yes,The book wasn't assigned,None,5,5,5,5,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Mathematics/Secondary Education,1047883,1,Yes,Yes,Yes,33,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,1,No,20,80,No,All of the book,"Formal Essay for CWS, Free write in class",2,2,4,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Exploratory,974371,1,No,No,Yes,35,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,70,0,No,The book wasn't assigned,None,3,3,2,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Environmental Science,1062519,5,Yes,Yes,Yes,40,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.5,No,40,50,Yes,Some of the chapters in the book,Response/Reflection paper,1,5,5,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Physics or ESS,1021640,2,Yes,Yes,Yes,40,I was too busy to finish,No,Yes,0.75,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,History,1064261,2,Yes,Yes,Yes,40,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,No,45,15,No,The book wasn't assigned,None,3,2,4,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Early Childhood Education and Special Education,1039265,6,No,No,Yes,40,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,1,Yes,35,50,No,Some of the chapters in the book,Formal Essay for CWS,2,2,4,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Exploratory,1065064,100,No,No,Yes,40,I lost interest/thought the book was boring,Yes,Yes,0.5,No,55,0,No,The book wasn't assigned,None,3,3,5,3,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,No,Biology,1066635,24,Yes,Yes,Yes,40,I was too busy to finish,Yes,Yes,0.75,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,History,1068554,1,Yes,Yes,Yes,40,I lost interest/thought the book was boring,No,Yes,0.5,No,40,0,No,The book wasn't assigned,None,2,5,5,4,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Biology,1050812,1,No,No,Yes,45,"I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.25,No,25,40,No,Some of the chapters in the book,Response/Reflection paper,4,3,3,,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Physics,1056874,1,No,No,Yes,50,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,Yes,50,25,No,Some of the chapters in the book,Free write in class,1,1,5,1,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,Politcs,1049507,1,No,No,Yes,50,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Science,1049582,5,Yes,Yes,Yes,50,I didn’t see the point of the assignment,No,Yes,,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Male,Yes,Yes,Exploritory,1054225,5,No,No,Yes,50,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,Warriors,2013,No,,,,,,,,,,,,,,,,,
Female,Yes,Yes,international studies,1040740,1,No,No,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.25,No,5,5,No,The book wasn't assigned,None,3,3,5,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Male,Yes,Yes,International Relations,1060130,2,Yes,Yes,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,No,50,75,No,All of the book,Formal Essay for CWS,4,4,2,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Female,Yes,Yes,Mathematics,1044731,5,No,No,Yes,50,I was too busy to finish,No,Yes,0.75,No,50,20,Yes,Some of the chapters in the book,Response/Reflection paper,5,4,5,2,,Yes,Warriors,2013,No,No,No,Yes,,,,,,,,,,,,,,
Female,Yes,Yes,Theater,1069733,7,Yes,Yes,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.25,No,10,50,Yes,The book wasn't assigned,Formal Essay for another class,4,3,4,5,,Yes,Warriors,2013,No,No,No,No,,,,,,,,,,,,,,
Male,Yes,Yes,Biology,965245,3,No,No,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,Yes,95,95,No,The book wasn't assigned,None,5,4,3,3,,Yes,Warriors,2013,No,Yes,Yes,No,,,,,,,,,,,,,,
